"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000042111",373.483328236203,-0.165666836314524,0.148984727219511,0.0886782544158881,0.410265179844415
"ENSMUSG00000026127",801.006740512467,-0.00860555347663613,0.110637089438723,0.91316601894668,0.981380757719843
"ENSMUSG00000026126",649.127096549673,0.139484452313751,0.13115315956403,0.127585473467488,0.493433342196049
"ENSMUSG00000100280",69.703641840526,0.0428800535030242,0.150584923646205,0.508369891653709,0.84155442753518
"ENSMUSG00000037503",3536.94810270686,-0.0788018579166704,0.119121906521986,0.350598759226014,0.74555530596671
"ENSMUSG00000026123",14585.7969364939,-0.0455534617837874,0.105969258747054,0.570461006436515,0.873507015772074
"ENSMUSG00000045216",1733.7663254921,-0.034380713440611,0.128673994765161,0.659818559268184,0.907940674045612
"ENSMUSG00000037470",3071.76393360917,0.210643732469507,0.140866405091036,0.0356428360038751,0.257582927990286
"ENSMUSG00000047180",7315.1847797644,0.180326460576342,0.149936301934062,0.0712069052032802,0.368574477074226
"ENSMUSG00000037447",234.288157543303,0.0104683842572752,0.127862920670011,0.88931246406042,0.975621346200838
"ENSMUSG00000010453",2290.06272450978,-0.0368643254251326,0.108468978600446,0.645778415002646,0.902077056881487
"ENSMUSG00000037432",104.951804232949,0.0782494706442078,0.147891352925698,0.332042437320134,0.730512166675842
"ENSMUSG00000001143",640.69773726165,0.345431739596511,0.187254218675035,0.00709705534904281,0.0955080459966007
"ENSMUSG00000037408",10076.578266228,0.00877807872601477,0.109213543430123,0.9142550409638,0.981383021602197
"ENSMUSG00000001138",387.935883684822,-0.0173012213614764,0.121395282569219,0.8266603453548,0.960603706230341
"ENSMUSG00000079610",64.4806666249602,0.0225646025976044,0.142723698808507,0.739300600497156,0.933778272380641
"ENSMUSG00000026121",66.7091053362388,-0.0441101931314184,0.15286066319901,0.477057487943255,0.822876025805814
"ENSMUSG00000061518",6856.19015404482,0.151752091829928,0.15729902842392,0.120361288758133,0.478076660814892
"ENSMUSG00000037351",3812.7814539858,-0.192842311000215,0.131914665106217,0.0444057187940311,0.289920351300024
"ENSMUSG00000026117",62.1503869719665,-0.0389670612689234,0.151013636755315,0.529873417009734,0.853659781833268
"ENSMUSG00000026116",3479.08907246066,-0.00165269409855787,0.113319678879333,0.977013470544026,0.995153347674134
"ENSMUSG00000050122",49.5236313087227,-1.27805692785023,0.390125156820117,4.42374379055292e-05,0.00248377819859323
"ENSMUSG00000026113",309.17451712077,-0.0524979172080948,0.126029807519607,0.519792855975273,0.847323715451344
"ENSMUSG00000026112",3505.46399948252,0.128247707772159,0.114841982045254,0.138174770757785,0.511333386329146
"ENSMUSG00000026111",1204.1381494518,-0.158570279468323,0.146436211090443,0.0992635990650496,0.43528564247224
"ENSMUSG00000026110",13775.8380783599,-0.21507520874219,0.188302491182235,0.0467821032629361,0.297172017743176
"ENSMUSG00000026090",1107.33088172874,0.0874467172050874,0.117480872251416,0.300273788704253,0.702257649261335
"ENSMUSG00000060771",167.899834839015,0.0159231930530194,0.141086278838227,0.816984560060818,0.957103281612062
"ENSMUSG00000037216",67.413831174155,-0.0746893905219631,0.158675394449397,0.30324125499011,0.704267466807474
"ENSMUSG00000026088",858.011551675138,-0.00330894421135043,0.115771792313721,0.964770628871724,0.992996571950401
"ENSMUSG00000026087",1616.94427680237,-0.0653228407272338,0.133340218407436,0.441017933830598,0.80106845268059
"ENSMUSG00000058407",2382.11472537828,-0.00375005631415948,0.104256980108635,0.960948563076831,0.992357934153022
"ENSMUSG00000026083",2469.53325237172,0.0592833853166755,0.119347179845646,0.47714608764793,0.822876025805814
"ENSMUSG00000026082",211.078597295297,-0.0999314521681171,0.171524884198044,0.197520601980482,0.596597815961265
"ENSMUSG00000037138",68.6686690911831,0.0527659771143253,0.160319916715727,0.335201434467289,0.732900463841454
"ENSMUSG00000026078",1679.84758261859,-0.102458946187535,0.125907784869609,0.23881771803078,0.644244628999611
"ENSMUSG00000026077",1109.98525166564,-0.0377737764657876,0.126399921514855,0.635123620368023,0.897265633499908
"ENSMUSG00000073702",11448.1200369408,-0.47634102031769,0.18237155049622,0.000704370469159731,0.0201407406543987
"ENSMUSG00000003134",262.286462388141,-0.018451238987578,0.120793039690393,0.807633131698369,0.954920714273618
"ENSMUSG00000003135",660.369149778494,-0.0265972670467157,0.109470265383154,0.739291875088845,0.933778272380641
"ENSMUSG00000048234",1431.45258244121,-0.0124258625161271,0.104255182264192,0.878338711993056,0.973476195041906
"ENSMUSG00000026074",655.925148678094,0.0284915104789842,0.114609092266605,0.727191272789197,0.930882564666177
"ENSMUSG00000026072",478.591538016704,-0.288611610424743,0.240452740010916,0.0228651970461443,0.197341070001858
"ENSMUSG00000070942",45.9004038236279,-0.223200047400977,0.369290861465634,0.0240855486788906,0.204647056624188
"ENSMUSG00000026069",62.5988189329177,1.15082829365885,0.601070234304296,0.00152389024181812,0.0335124671830533
"ENSMUSG00000026062",14868.31220517,-0.0360554481965806,0.121823702426103,0.687663863827719,0.915849483426125
"ENSMUSG00000041945",296.860101703425,-0.0447120146380862,0.126113495651796,0.58041756467633,0.877438432316266
"ENSMUSG00000060679",903.964273224474,0.0441213366921886,0.124004490413108,0.588876011500198,0.880967573037443
"ENSMUSG00000070939",1082.45904673061,0.0222372039486179,0.106202562004679,0.777472114071595,0.945436111587341
"ENSMUSG00000010290",503.014145594127,-0.285761831993107,0.173628109130362,0.0146095352340732,0.151923308051475
"ENSMUSG00000008136",419.13770372426,0.413073124250037,0.391350119325087,0.0124178141163621,0.138027740954023
"ENSMUSG00000066877",1250.93923920738,-0.161984201083917,0.142556096332306,0.0909157491529628,0.416484340411421
"ENSMUSG00000057363",995.540334594722,-0.218458363419877,0.15752832646279,0.0377518549278992,0.264869702093971
"ENSMUSG00000041763",2177.15030880585,0.0632217851037665,0.114328228896578,0.446225984877666,0.803353523162423
"ENSMUSG00000026049",168.457283865986,-0.591973551884044,0.226322322451234,0.000526381188099922,0.0164599310371331
"ENSMUSG00000026047",175.136315992442,0.0723607564995003,0.138891994307891,0.380651256514058,0.763935479556215
"ENSMUSG00000041684",444.273010359996,-0.379590422089334,0.169135905700106,0.00258465362884989,0.0484915187552155
"ENSMUSG00000026048",397.433283916502,-0.0440306047825351,0.116826233516036,0.588469105483836,0.88089598680055
"ENSMUSG00000056870",141.338080292859,-0.122935087487571,0.171753233849634,0.160736780219056,0.54689752878972
"ENSMUSG00000026043",790.4642632781,0.0976555429534738,0.162599525320056,0.226539912909011,0.634820642313631
"ENSMUSG00000026042",84.9686361687609,0.304354434238479,0.395384839730716,0.0217557775980725,0.191430860518516
"ENSMUSG00000025995",489.983845760039,-0.0638640076688107,0.129013431002576,0.441021531116978,0.80106845268059
"ENSMUSG00000084817",1359.65509348777,0.0432537070723122,0.138160533004932,0.570633120717242,0.873507015772074
"ENSMUSG00000025993",14285.2332227506,0.348916466923492,0.229401133835341,0.011536980016062,0.131986339528159
"ENSMUSG00000025986",309.268797353507,0.0454352281941563,0.140247536857293,0.547070393717604,0.861463568513264
"ENSMUSG00000045954",63.2278292095677,0.179345837837394,0.269553449844844,0.0446707077869106,0.290518212567749
"ENSMUSG00000026107",499.15339928256,0.0420421630908926,0.123049421011268,0.603195034742749,0.884481439488707
"ENSMUSG00000018417",1787.40669641737,0.127553125006309,0.127865123256668,0.155586962748742,0.537448085757076
"ENSMUSG00000072324",56.0847571312921,-0.057834285571617,0.17496431253909,0.00985890539790422,0.119649486887629
"ENSMUSG00000026104",1252.46891777424,0.600064736277986,0.260556475846333,0.00113803242177241,0.0277325293496462
"ENSMUSG00000026103",3141.75611577314,-0.0562770396081712,0.121156538994774,0.494224167642083,0.833597272431769
"ENSMUSG00000002881",1578.19080008062,0.159938002930398,0.123185080721585,0.0787154340638824,0.386590891807494
"ENSMUSG00000043015",137.529634757191,0.0217027183266117,0.138266933580727,0.754661885714767,0.938024033781888
"ENSMUSG00000041439",8074.25752785622,0.0520947895460358,0.113783374309587,0.53391086510013,0.854882037005618
"ENSMUSG00000026102",812.266676167743,0.0940022156066315,0.134114143514584,0.276974347055059,0.683256189712968
"ENSMUSG00000041426",758.10731481778,-0.0530419332709982,0.113954495947026,0.517155918118896,0.84623729506869
"ENSMUSG00000043629",336.354913943726,-0.452927375483064,0.220725809035659,0.00287850827027373,0.0520147921360526
"ENSMUSG00000026098",83.3104880608993,-0.0671264782256668,0.1503454758341,0.374874302755313,0.759721996960753
"ENSMUSG00000026097",509.018147781543,-0.0675026154730683,0.125952972734251,0.417030325798388,0.785650717481654
"ENSMUSG00000026096",171.364364839357,-0.0774351684822782,0.140434774204664,0.348600986462172,0.743701951442782
"ENSMUSG00000026095",114.319790332112,-0.0970978377235554,0.163397764049958,0.227067526482803,0.634820642313631
"ENSMUSG00000026094",6809.63470561853,-0.0613993242686616,0.126541169233659,0.418962636094136,0.786826154131341
"ENSMUSG00000041303",507.279144207402,-0.0329428479887688,0.113010821599576,0.683532399226847,0.914582604377118
"ENSMUSG00000073678",1250.93384733151,0.154378645095163,0.163993055723976,0.112487146178422,0.46298095177604
"ENSMUSG00000052331",818.904989008246,0.54255089379941,0.185266751544363,0.00024309170296338,0.0092764534491549
"ENSMUSG00000025982",8774.81774932968,0.0163020719955788,0.109824354740364,0.815464782723288,0.956524485807929
"ENSMUSG00000025981",1610.64351577727,-0.08416413248358,0.12232763124783,0.325302230321246,0.723481222629724
"ENSMUSG00000025980",5455.28055259244,0.310738534269011,0.162568351305276,0.00779827218222017,0.101902741695712
"ENSMUSG00000073676",1939.98787719788,0.19633344425413,0.123332800450438,0.0354780584580541,0.257119470470474
"ENSMUSG00000025979",2553.21850490234,-0.0196668452187865,0.102919326494314,0.79803279416833,0.952682270275322
"ENSMUSG00000025978",137.718335579461,-0.027653121253526,0.140528032206548,0.69437710822347,0.918928487381513
"ENSMUSG00000097649",44.9609694199716,-0.907153737487773,0.40323722497852,0.000910342513953149,0.0239343568677082
"ENSMUSG00000046994",585.733653523036,-0.126551628622011,0.179167125905928,0.145779601362294,0.522349857198244
"ENSMUSG00000038331",3751.44229895143,0.0610159085585242,0.10968987127393,0.438460620661198,0.799324975439444
"ENSMUSG00000087022",189.945868970586,-0.0576171677735455,0.151160034831852,0.414082207540293,0.784361354075334
"ENSMUSG00000038323",269.396352446096,0.11756450498047,0.148082314710225,0.193628108883033,0.592874880734944
"ENSMUSG00000048495",142.715930936845,0.00924820145849231,0.133855628977911,0.901709852258103,0.978122764773715
"ENSMUSG00000025971",331.975655430912,0.0257827333151047,0.126014937927486,0.744891707447187,0.934886150954569
"ENSMUSG00000038305",2435.42034315159,0.37347206619662,0.251572580884619,0.0104886557267231,0.124338836024139
"ENSMUSG00000054770",169.538784590846,0.0943466280466478,0.152125399009936,0.262045767745947,0.669774475239266
"ENSMUSG00000026039",74.1027533605339,0.00170819644131374,0.140617018983068,0.981330026754365,0.99582117321068
"ENSMUSG00000103839",58.3512760818113,-0.137019446033763,0.203168630272471,0.102172554045447,0.441718363151613
"ENSMUSG00000051223",9086.47682067804,-0.130990440428368,0.110021441817856,0.122217301848603,0.481209042572664
"ENSMUSG00000026034",4392.66567300197,-0.17381554123085,0.144524997140976,0.0746261899330016,0.375655250999359
"ENSMUSG00000026035",239.750562884683,-0.108993072649185,0.141387652760265,0.219096334237808,0.626667029519895
"ENSMUSG00000026036",543.698962323726,-0.0191867912273974,0.114713211605051,0.812486755000358,0.955510341243492
"ENSMUSG00000026037",286.39177106502,-0.0340730414792228,0.131247396328017,0.660773113373218,0.908117327305421
"ENSMUSG00000038174",691.616053824752,-0.136650373345805,0.166667040158623,0.143070680358321,0.517580219148534
"ENSMUSG00000026032",1261.60362147185,-0.00802239231509059,0.1161106038212,0.915308694991193,0.981383021602197
"ENSMUSG00000047528",55.5586059214411,-0.120182254878371,0.195036155929461,0.116993940526676,0.470801554316853
"ENSMUSG00000026031",2340.99834863229,0.0850290156129877,0.118254725382447,0.317457199607606,0.716728754069408
"ENSMUSG00000026029",4561.1362822453,0.218096204473955,0.156110290555807,0.03761399967622,0.264590535618172
"ENSMUSG00000026028",2537.4209374977,0.326136028012603,0.171039659680998,0.00706562194995606,0.0952741885874963
"ENSMUSG00000026027",674.205986571863,0.178769377852061,0.14307165333742,0.068886363039244,0.363348304427231
"ENSMUSG00000026024",475.916534544894,0.0861471039777637,0.137788462934392,0.312572643497874,0.712256303254391
"ENSMUSG00000041075",298.770585441088,-0.180339299195773,0.170741566987761,0.0766346006694222,0.382623830312998
"ENSMUSG00000026021",2685.0624335771,-0.215274450513968,0.149580944923445,0.0364393251951214,0.260498910900486
"ENSMUSG00000026020",1433.00792634444,-0.0856640209210441,0.124302766108762,0.313791350578852,0.713578583310858
"ENSMUSG00000067336",1757.13986787477,-0.0432365081063831,0.116314261382399,0.592745438451171,0.881836627481938
"ENSMUSG00000041040",1022.3854877175,0.000492975435116051,0.109934069739095,0.99677420604335,0.999129115152155
"ENSMUSG00000026019",252.878578674783,-0.0293342103915257,0.126293760912036,0.670881521713334,0.910346314166252
"ENSMUSG00000026017",121.898769431195,-0.101937909222449,0.157394925964722,0.228343088067883,0.635101225531576
"ENSMUSG00000073664",3184.74822252301,-0.0106471222615041,0.129494961781324,0.88923324518506,0.975621346200838
"ENSMUSG00000049439",300.59437537323,0.0400479022003132,0.12034682799821,0.623068588372391,0.891810189800355
"ENSMUSG00000026782",142.899171434887,0.112298501011786,0.177852135814037,0.165792875967313,0.554384521629229
"ENSMUSG00000026014",2884.26773266986,0.0184502880276458,0.117028545873729,0.820581093135993,0.958992046482908
"ENSMUSG00000101188",309.781201586411,-0.00595373980102013,0.128305146273833,0.936693398077101,0.985898263113768
"ENSMUSG00000052062",714.359314954119,-0.0547483229133088,0.126440959232406,0.501965145774094,0.838374193240018
"ENSMUSG00000025969",1583.37705844405,0.124310245223465,0.147801446990835,0.174095035595626,0.566927704612228
"ENSMUSG00000040865",1452.1557959013,0.0313294637432412,0.130093558574881,0.691538879369761,0.917260339887375
"ENSMUSG00000101599",128.85261057755,0.0137265573879386,0.146199927718512,0.824314409680565,0.959821579427506
"ENSMUSG00000025968",4605.07422987107,0.312457629250704,0.129775912682202,0.00266144156981111,0.0493881070000783
"ENSMUSG00000025967",9194.99133125601,-0.511742878481491,0.153096140662685,5.99453152669236e-05,0.00315753193268524
"ENSMUSG00000025962",520.166631453256,-0.0326107139107311,0.116144028160512,0.687438305435919,0.915632043569914
"ENSMUSG00000025959",238.854617433413,-0.0525084280144117,0.127012145322135,0.518860474940443,0.846938874143639
"ENSMUSG00000025958",1541.86421528861,-0.0911643284676641,0.134775893408174,0.289462281706193,0.692679005917875
"ENSMUSG00000025956",187.717563057538,-0.228971004728236,0.200751502805769,0.0425029803908015,0.28154091764486
"ENSMUSG00000070871",515.061326499833,0.274177047378555,0.153414677343661,0.0127543487678978,0.1402429396803
"ENSMUSG00000045005",3594.94582617852,-0.0350489062193515,0.107271128920144,0.668442242815953,0.909532418808959
"ENSMUSG00000051344",161.397473615581,-0.13181307743553,0.17924408174218,0.138541064659267,0.51221657464443
"ENSMUSG00000084416",1209.1140938015,-0.421007699861953,0.177518550356159,0.0015898832995733,0.0346160954770732
"ENSMUSG00000025950",6946.76016025138,0.140670040266584,0.132122822226966,0.131027064963044,0.500221797540748
"ENSMUSG00000025949",896.272733250791,0.00596185825265585,0.12047051602124,0.949459711647731,0.988542213023802
"ENSMUSG00000015222",120.643997093896,-0.600848160311592,0.272481888025104,0.00141293204336529,0.031832661722791
"ENSMUSG00000026005",1302.57620690851,-0.017030393396434,0.10505589287485,0.799725646372382,0.952855758840804
"ENSMUSG00000026004",296.08591937579,-0.204636404313086,0.20675064347678,0.0577426063426975,0.333414338872969
"ENSMUSG00000026003",5648.86323657148,0.416811365631072,0.135420116708212,0.000224292948673194,0.00877031203383345
"ENSMUSG00000026000",328.738390359902,-0.248909383074143,0.194315544569773,0.0304855994182869,0.235051945615443
"ENSMUSG00000025991",257.928301151553,0.069666616263865,0.145571461449925,0.378771668760298,0.7624178777095
"ENSMUSG00000025997",431.960232994767,-0.220470135346599,0.195110670318067,0.0464678720297459,0.296009708951879
"ENSMUSG00000026196",86.9171284419916,0.0727927126308014,0.151986809085768,0.34365506594276,0.740122764304629
"ENSMUSG00000050296",3414.70984767899,0.187996432238612,0.187646864390114,0.0722567697662074,0.371810258664001
"ENSMUSG00000026192",1151.9232361598,-0.055066517024306,0.115087385011309,0.50822957385135,0.84155442753518
"ENSMUSG00000026193",186.627852387018,0.861832740324739,0.384382545757954,0.00093398549516422,0.0244302554093467
"ENSMUSG00000101496",48.2099416064008,-1.43823087383041,0.682750088762096,0.00096240003435508,0.0248344574521796
"ENSMUSG00000026189",127.4958785435,-0.152082264455612,0.207900341991189,0.0922088311692208,0.419393748723891
"ENSMUSG00000026187",479.945929437334,-0.300026944855196,0.224928680187967,0.0195223253559255,0.180155450364615
"ENSMUSG00000039354",311.222897422117,-0.0198247216967355,0.115364901962307,0.806111377094753,0.954920714273618
"ENSMUSG00000046330",5841.35088522222,-0.280401846428472,0.202026894287375,0.0210528324715532,0.187739746274454
"ENSMUSG00000026185",114.735747190505,0.445245596490606,0.570125372966948,0.0115225057760315,0.131986339528159
"ENSMUSG00000055322",103.194233907706,0.53194786556033,0.440602724593604,0.00759505441528145,0.0999287502810593
"ENSMUSG00000006304",10282.8326033308,0.0425173627372759,0.10543766576157,0.590116967622826,0.880967573037443
"ENSMUSG00000006299",2348.83078110071,-0.0430233009317765,0.114178005075468,0.59597925642523,0.881921483436697
"ENSMUSG00000026179",395.863698492417,0.0315603261048406,0.128565351646495,0.687440863609249,0.915632043569914
"ENSMUSG00000006301",7446.01630449989,-0.0293192881170299,0.123461415113844,0.786014630739779,0.947648669839376
"ENSMUSG00000026176",2490.19752744635,-0.0209702286321898,0.113029757896298,0.790228120490564,0.949197207426381
"ENSMUSG00000026175",27703.5360053687,0.528154862857337,0.1551360886827,5.28109992584905e-05,0.0028603780799793
"ENSMUSG00000033364",1190.43030206876,0.0534980045200316,0.118817160890875,0.515254496251065,0.845578649080198
"ENSMUSG00000026174",1121.29990716736,0.0980291633958358,0.117872917702822,0.251689699897415,0.6576693440256
"ENSMUSG00000026135",247.097736362006,-0.029935565587632,0.14220057049522,0.665370209365536,0.908834635242378
"ENSMUSG00000026172",208.295585913187,-0.21797328039807,0.184281680657874,0.0461835006276201,0.29508157466451
"ENSMUSG00000026171",523.158094638995,0.0134817193428467,0.113828993764709,0.867837599325162,0.970806754319303
"ENSMUSG00000033257",631.560817606387,0.00217719392025016,0.123127906892074,0.981023728917115,0.99582117321068
"ENSMUSG00000026170",277.626650250565,-0.764518362465058,0.213209613519376,1.8777721172059e-05,0.00133872051221079
"ENSMUSG00000006538",1511.62023932854,-0.16530904761533,0.1482385896538,0.0888847149657755,0.410740099787581
"ENSMUSG00000026162",106.065730840633,0.0183805235408078,0.135766366054079,0.80287430158522,0.953961598581083
"ENSMUSG00000026205",212.615854686754,0.0703220296770972,0.142955787741019,0.383028654766171,0.764992898796354
"ENSMUSG00000033159",1774.59209838741,-0.00485562609914276,0.112664341142109,0.950402565711822,0.988785076171235
"ENSMUSG00000049339",1900.81293788065,-0.160572930794799,0.142878018146306,0.0943822582636231,0.423628478671981
"ENSMUSG00000026197",705.033125532529,-0.0183316674600089,0.129457307751977,0.811869394707001,0.955437996248165
"ENSMUSG00000033124",1022.49084184814,0.117229395928134,0.134461775562128,0.191985875399262,0.590922325847324
"ENSMUSG00000026199",491.32479041587,0.0456331933701749,0.116627811302698,0.577284167630234,0.876717395143771
"ENSMUSG00000026200",64.861504044679,-0.0112037842151311,0.140436775038857,0.867886544522274,0.970806754319303
"ENSMUSG00000026201",1216.32552712408,0.0762115944084561,0.119502339857499,0.36622253631424,0.754524138341553
"ENSMUSG00000026202",2728.42227719241,-0.0110446662967507,0.106608120544017,0.886769113505639,0.974793424917335
"ENSMUSG00000026203",613.4173985347,-0.0187536301056833,0.125304459238608,0.809953578400661,0.95526753710095
"ENSMUSG00000033061",103.041932806834,-0.175504359965987,0.208749902723899,0.0777864639433295,0.385861138939597
"ENSMUSG00000026209",1821.62903044567,0.0252050878894207,0.122136542837289,0.758415447550512,0.939903548498489
"ENSMUSG00000026208",118.19419825568,1.08545602832373,0.394198577148372,0.000228512678084429,0.00883705077066309
"ENSMUSG00000033021",1202.43125065054,0.0409194403586838,0.114213764419527,0.616126407363737,0.889335974329115
"ENSMUSG00000032997",142.745467365292,0.251183534904362,0.263052787714724,0.0357127169604177,0.257707965119991
"ENSMUSG00000026213",458.641290584618,0.0783211943842269,0.126269294835288,0.356401173055087,0.749861530469809
"ENSMUSG00000026235",218.844710101416,-0.220360679041496,0.227826998774631,0.0478348635719005,0.300645306631894
"ENSMUSG00000032908",4860.97508848969,0.286900627091064,0.163804912675788,0.0123325991334468,0.137479330558162
"ENSMUSG00000026245",1171.34537459572,0.0301559363596198,0.109190904673695,0.712449734783809,0.925924094638134
"ENSMUSG00000099364",70.6490813913417,-0.585818167321363,0.426795191928799,0.0056808303947358,0.0835319513730357
"ENSMUSG00000032883",8068.8535375832,0.0201654379377203,0.113458776285459,0.803587543462486,0.953961598581083
"ENSMUSG00000079470",1838.20470216371,-0.319757955070088,0.137716670559835,0.00298967446086569,0.053409941883624
"ENSMUSG00000050711",49.2503270725661,-0.0773724072703719,0.169211299077336,0.226656465967943,0.634820642313631
"ENSMUSG00000054702",979.320796443303,-0.0976737947463797,0.141411241790994,0.26034212725499,0.667406393039307
"ENSMUSG00000073643",2415.38330362089,-0.0485789599010003,0.137531629590012,0.535995559720211,0.856017562871945
"ENSMUSG00000026248",587.134771919533,0.0665790082152651,0.13070066610128,0.422969236152809,0.789602844248222
"ENSMUSG00000067106",59.0970155263985,0.00650623088190452,0.149890417525331,0.905434120860337,0.978895189603533
"ENSMUSG00000004364",3364.02954111982,-0.0849785913886028,0.104995624690547,0.294112662201845,0.697223246968201
"ENSMUSG00000038608",331.585659063128,0.00982242291871873,0.132424728327172,0.897286506255479,0.97734145262006
